ligand_id,label,selection_role,EGFR_9KL4_aligned,EGFR_7KXZ_aligned,EGFR_9FRD_aligned,EGFR_4I23_aligned,EGFR_3W2S_aligned,EGFR_5CAV_aligned,EGFR_3W32_aligned,EGFR_8F1Z_aligned,EGFR_3POZ_aligned,EGFR_7U9A_aligned,EGFR_3W33_aligned,EGFR_9QXN_aligned
EGFR_decoy_L006508,decoy,development_train,-8.351,-8.381,-8.859,-8.562,-9.272,-8.228,-9.895,-9.035,-9.153,-8.753,-9.445,-9.117
EGFR_decoy_L011188,decoy,development_train,-9.016,-9.761,-9.775,-8.607,-9.723,-8.852,-10.668,-9.53,-10.258,-9.07,-9.385,-9.638
EGFR_decoy_L024988,decoy,development_train,-9.348,-9.052,-9.967,-8.212,-9.661,-8.438,-10.184,-9.422,-9.935,-8.249,-9.589,-9.829
EGFR_decoy_L020575,decoy,development_train,-8.756,-9.475,-9.902,-9.08,-9.523,-8.623,-9.273,-9.592,-9.174,-8.843,-9.37,-10.117
EGFR_decoy_L006102,decoy,development_train,-7.878,-8.463,-9.018,-7.346,-8.613,-7.407,-9.6,-8.377,-9.016,-7.188,-9.373,-8.731
EGFR_decoy_L000800,decoy,development_train,-8.834,-8.722,-9.229,-7.646,-9.331,-7.693,-9.447,-9.056,-9.605,-7.881,-9.482,-9.149
EGFR_decoy_L001962,decoy,development_train,-7.908,-8.215,-8.968,-7.807,-8.532,-7.916,-9.195,-8.673,-9.049,-7.675,-9.02,-8.948
EGFR_decoy_L013741,decoy,development_train,-8.353,-8.473,-9.682,-7.645,-8.059,-8.024,-8.619,-9.455,-8.709,-7.863,-8.594,-9.663
EGFR_decoy_L031707,decoy,development_train,-8.646,-8.842,-9.503,-8.252,-8.812,-8.24,-10.005,-9.519,-9.532,-8.597,-10.081,-9.495
EGFR_decoy_L012108,decoy,development_train,-9.57,-8.877,-9.232,-8.743,-8.964,-8.293,-9.732,-9.912,-9.336,-8.389,-9.291,-9.121
EGFR_decoy_L034861,decoy,development_train,-8.727,-8.576,-9.503,-7.509,-8.693,-8.044,-9.339,-9.371,-9.616,-8.412,-9.306,-9.289
EGFR_decoy_L003747,decoy,development_train,-8.566,-8.166,-9.887,-7.659,-9.322,-7.054,-8.782,-9.055,-9.076,-7.541,-8.931,-9.309
EGFR_decoy_L002020,decoy,development_train,-8.476,-8.733,-9.393,-8.419,-9.321,-8.046,-9.587,-9.434,-9.793,-8.625,-9.699,-9.426
EGFR_decoy_L012731,decoy,development_train,-7.765,-7.416,-8.143,-7.672,-8.134,-7.227,-8.816,-8.296,-7.877,-6.998,-9.068,-8.38
EGFR_decoy_L001619,decoy,development_train,-7.554,-7.397,-7.639,-7.498,-7.018,-7.058,-7.421,-7.982,-7.491,-6.623,-7.006,-7.842
EGFR_decoy_L007320,decoy,development_train,-6.839,-6.454,-7.177,-6.085,-6.676,-5.479,-6.423,-7.309,-6.725,-6.259,-6.528,-7.382
EGFR_decoy_L007321,decoy,development_train,-6.973,-6.752,-7.24,-6.681,-6.808,-6.553,-7.085,-7.506,-7.16,-6.934,-7.497,-7.562
EGFR_decoy_L007323,decoy,development_train,-6.464,-6.674,-6.81,-6.097,-6.83,-6.546,-7.826,-6.921,-7.553,-6.3,-7.227,-6.836
EGFR_decoy_L033772,decoy,development_train,-6.757,-7.241,-7.112,-6.253,-6.901,-6.717,-7.685,-7.346,-7.551,-6.764,-7.342,-7.797
EGFR_decoy_L003160,decoy,development_train,-8.197,-8.44,-8.465,-7.735,-8.541,-8.042,-9.182,-8.269,-8.94,-7.903,-9.234,-8.693
EGFR_decoy_L003168,decoy,development_train,-7.713,-7.839,-7.994,-7.645,-7.936,-7.706,-9.543,-8.256,-9.203,-7.719,-9.161,-8.216
EGFR_decoy_L034028,decoy,development_train,-8.508,-8.532,-9.172,-7.108,-8.613,-7.546,-9.007,-9.216,-8.336,-8.626,-9.023,-8.64
EGFR_decoy_L027787,decoy,development_train,-9.032,-8.883,-9.64,-8.096,-8.623,-8.027,-10.248,-9.522,-9.58,-8.043,-10.154,-10.195
EGFR_decoy_L017068,decoy,development_train,-10.116,-10.297,-11.492,-9.353,-10.566,-8.256,-10.78,-11.171,-10.719,-9.095,-10.599,-10.867
EGFR_decoy_L025841,decoy,development_train,-8.133,-7.955,-9.02,-7.367,-7.948,-6.926,-9.333,-9.033,-9.066,-7.393,-8.904,-9.236
EGFR_decoy_L030656,decoy,development_train,-8.827,-9.076,-10.171,-8.078,-10.078,-8.107,-9.966,-9.491,-9.567,-8.932,-9.67,-9.598
EGFR_decoy_L019012,decoy,development_train,-8.46,-8.256,-8.785,-8.398,-8.919,-8.194,-8.908,-8.662,-8.666,-8.402,-8.947,-8.586
EGFR_decoy_L019269,decoy,development_train,-8.391,-8.059,-8.745,-7.944,-9.364,-7.673,-8.728,-9.112,-8.644,-7.677,-8.675,-8.875
EGFR_decoy_L019270,decoy,development_train,-7.912,-7.9,-9.256,-7.726,-8.886,-7.255,-9.155,-8.351,-8.646,-7.66,-9.095,-9.151
EGFR_decoy_L009889,decoy,development_train,-8.895,-8.739,-9.696,-7.979,-9.31,-8.378,-9.039,-9.428,-9.111,-8.342,-9.211,-9.893
EGFR_decoy_L029895,decoy,development_train,-8.563,-8.48,-9.544,-8.148,-8.921,-8.393,-10.261,-9.008,-9.327,-7.99,-9.655,-9.32
EGFR_decoy_L000768,decoy,development_train,-7.5,-7.15,-8.569,-6.916,-7.371,-7.209,-8.093,-8.304,-7.895,-7.007,-7.426,-8.726
EGFR_decoy_L014945,decoy,development_train,-9.698,-9.426,-10.622,-7.836,-8.801,-8.091,-10.293,-10.605,-9.472,-7.834,-10.573,-10.343
EGFR_decoy_L020719,decoy,development_train,-9.415,-9.032,-9.753,-7.739,-9.244,-8.275,-9.449,-9.922,-9.146,-8.213,-9.422,-9.469
EGFR_decoy_L007737,decoy,development_train,-8.349,-8.96,-10.053,-8.22,-9.148,-8.083,-9.265,-10.222,-9.582,-7.702,-8.38,-10.289
EGFR_decoy_L028856,decoy,development_train,-10.148,-9.403,-9.952,-8.312,-9.88,-8.885,-10.146,-9.872,-9.903,-9.042,-10.162,-10.032
EGFR_decoy_L028857,decoy,development_train,-9.681,-9.22,-10.038,-8.982,-9.354,-9.469,-10.347,-9.119,-10.198,-9.464,-10.547,-9.162
EGFR_decoy_L030509,decoy,development_train,-9.116,-8.938,-9.039,-8.139,-10.449,-8.434,-9.986,-9.252,-9.558,-8.489,-9.947,-9.602
EGFR_decoy_L030510,decoy,development_train,-10.112,-9.413,-10.542,-8.303,-9.839,-8.794,-9.965,-10.403,-9.905,-8.209,-10.51,-10.432
EGFR_decoy_L030511,decoy,development_train,-9.33,-9.327,-9.44,-8.749,-9.537,-8.566,-9.522,-10.004,-9.441,-8.702,-9.574,-10.1
EGFR_decoy_L027100,decoy,development_train,-9.134,-8.09,-8.683,-8.452,-10.336,-8.366,-9.174,-9.445,-8.855,-8.316,-9.561,-9.472
EGFR_decoy_L011017,decoy,development_train,-8.375,-8.644,-9.07,-8.106,-8.051,-7.608,-8.563,-8.696,-8.194,-8.384,-8.657,-9.6
EGFR_decoy_L033715,decoy,development_train,-9.81,-9.473,-9.478,-9.337,-9.241,-9.179,-9.616,-10.125,-10.104,-9.374,-10.322,-10.16
EGFR_decoy_L013171,decoy,development_train,-8.354,-8.657,-8.655,-7.823,-8.45,-7.461,-8.443,-8.264,-8.5,-7.803,-9.021,-8.03
EGFR_decoy_L027813,decoy,development_train,-8.065,-8.261,-8.541,-7.722,-8.691,-7.829,-9.543,-8.759,-9.628,-7.355,-9.425,-8.671
EGFR_decoy_L002183,decoy,development_train,-8.98,-8.564,-8.777,-7.876,-9.553,-8.17,-9.611,-9.087,-9.782,-7.944,-9.764,-8.976
EGFR_decoy_L021458,decoy,development_train,-8.181,-8.231,-9.101,-7.907,-8.537,-7.661,-9.048,-9.042,-8.737,-7.879,-9.489,-9.213
EGFR_decoy_L023372,decoy,development_train,-8.608,-9.186,-9.277,-8.676,-9.603,-8.185,-9.623,-9.689,-9.596,-8.133,-10.366,-9.555
EGFR_decoy_L030845,decoy,development_train,-8.686,-8.96,-9.908,-7.946,-9.997,-7.94,-9.566,-9.714,-9.576,-8.486,-9.749,-9.672
EGFR_decoy_L002922,decoy,development_train,-8.126,-8.305,-8.73,-8.005,-9.44,-7.662,-9.441,-8.919,-9.413,-7.763,-9.503,-8.824
EGFR_decoy_L013581,decoy,development_train,-8.489,-8.698,-8.505,-8.096,-8.982,-7.512,-9.367,-8.949,-8.827,-7.572,-9.512,-8.863
EGFR_decoy_L008151,decoy,development_train,-9.31,-9.441,-10.254,-8.61,-8.892,-8.515,-9.632,-10.509,-10.042,-8.426,-9.843,-9.901
EGFR_decoy_L015227,decoy,development_train,-8.222,-8.125,-8.829,-7.46,-8.035,-7.088,-8.674,-8.951,-8.267,-7.743,-8.716,-9.02
EGFR_decoy_L018607,decoy,development_train,-9.015,-9.412,-8.879,-8.077,-9.317,-8.597,-10.193,-9.494,-9.486,-8.967,-9.913,-9.565
EGFR_decoy_L031764,decoy,development_train,-7.771,-7.478,-8.107,-7.328,-8.423,-7.206,-8.834,-8.13,-8.276,-7.205,-8.811,-8.502
EGFR_decoy_L006345,decoy,development_train,-8.709,-8.196,-9.407,-8.568,-8.609,-8.954,-9.589,-9.48,-9.268,-8.598,-9.937,-9.595
EGFR_decoy_L026849,decoy,development_train,-9.01,-8.737,-10.205,-7.52,-9.542,-7.389,-9.05,-9.855,-9.95,-7.408,-10.2,-9.989
EGFR_decoy_L026850,decoy,development_train,-8.837,-8.535,-9.198,-7.816,-8.708,-7.451,-9.217,-9.424,-9.877,-7.853,-9.077,-9.341
EGFR_decoy_L004804,decoy,development_train,-8.51,-8.989,-9.134,-7.841,-9.801,-7.473,-9.102,-8.824,-8.73,-7.67,-9.076,-9.049
EGFR_decoy_L022707,decoy,development_train,-8.182,-7.643,-9.16,-7.371,-8.649,-7.665,-8.836,-9.009,-8.5,-7.724,-9.112,-9.202
EGFR_decoy_L012132,decoy,development_train,-9.906,-9.087,-9.465,-8.287,-9.465,-8.591,-10.279,-9.692,-10.25,-8.198,-9.161,-9.649
EGFR_decoy_L005787,decoy,development_train,-9.241,-8.913,-9.639,-8.243,-10.098,-8.834,-11.001,-9.584,-10.7,-9.152,-11.025,-9.953
EGFR_decoy_L005831,decoy,development_train,-8.911,-8.87,-9.545,-8.671,-9.949,-8.625,-10.438,-9.397,-9.833,-9.178,-10.117,-9.75
EGFR_decoy_L005884,decoy,development_train,-9.459,-8.527,-9.53,-8.718,-9.669,-8.536,-10.121,-9.492,-10.405,-8.845,-10.768,-9.575
EGFR_decoy_L005885,decoy,development_train,-9.503,-9.004,-9.684,-9.223,-8.849,-8.902,-10.043,-9.611,-10.346,-8.876,-9.859,-9.967
EGFR_decoy_L005886,decoy,development_train,-8.723,-9.184,-10.012,-8.414,-9.737,-8.673,-10.815,-9.513,-10.67,-9.242,-11.29,-9.463
EGFR_decoy_L005887,decoy,development_train,-8.595,-8.196,-8.924,-7.902,-9.119,-8.048,-10.092,-8.805,-10.332,-8.897,-10.505,-8.99
EGFR_decoy_L005888,decoy,development_train,-8.588,-9.006,-9.501,-7.701,-10.304,-8.128,-10.602,-8.992,-10.199,-9.225,-10.829,-9.316
EGFR_decoy_L006392,decoy,development_train,-8.818,-8.579,-8.675,-7.798,-9.78,-9.045,-10.397,-9.043,-10.337,-8.957,-10.844,-9.151
EGFR_decoy_L006882,decoy,development_train,-9.285,-8.699,-10.175,-8.87,-8.873,-8.704,-9.554,-9.506,-9.676,-7.765,-9.932,-9.427
EGFR_decoy_L014939,decoy,development_train,-10.456,-9.998,-10.815,-9.9,-10.677,-9.34,-11.347,-10.607,-10.7,-9.053,-11.382,-10.719
EGFR_decoy_L015038,decoy,development_train,-10.038,-9.587,-10.342,-8.696,-10.433,-9.043,-10.719,-10.098,-10.733,-9.066,-11.29,-10.196
EGFR_decoy_L016038,decoy,development_train,-9.619,-9.295,-9.675,-8.735,-10.26,-8.653,-10.784,-9.769,-10.478,-9.063,-11.028,-10.025
EGFR_decoy_L007415,decoy,development_train,-8.932,-8.886,-10.364,-8.844,-9.251,-8.844,-9.607,-10.736,-9.408,-8.699,-9.322,-10.422
EGFR_decoy_L007436,decoy,development_train,-9.003,-9.657,-9.686,-8.708,-8.701,-8.634,-9.406,-10.168,-9.141,-8.813,-9.173,-9.326
EGFR_decoy_L029088,decoy,development_train,-8.589,-9.686,-10.047,-8.964,-8.992,-9.005,-9.371,-9.977,-9.345,-8.612,-9.608,-9.836
EGFR_decoy_L003505,decoy,development_train,-10.456,-10.802,-10.684,-10.059,-9.194,-9.423,-9.662,-10.168,-9.248,-9.324,-9.228,-10.177
EGFR_decoy_L001280,decoy,development_train,-7.682,-7.649,-8.642,-7.682,-9.121,-7.745,-9.562,-8.97,-8.955,-8.006,-9.851,-8.453
EGFR_decoy_L001281,decoy,development_train,-8.187,-7.985,-8.85,-7.769,-8.366,-7.631,-9.465,-9.045,-8.572,-7.836,-8.69,-8.614
EGFR_decoy_L018001,decoy,development_train,-9.798,-10.587,-11.956,-10.112,-10.459,-9.534,-11.683,-11.21,-10.896,-9.942,-10.868,-11.676
EGFR_decoy_L034541,decoy,development_train,-7.772,-8.123,-8.592,-8.151,-8.938,-7.728,-8.83,-7.976,-8.719,-8.096,-9.002,-8.561
EGFR_decoy_L005175,decoy,development_train,-8.147,-7.899,-8.924,-7.262,-9.093,-7.501,-8.153,-8.614,-8.38,-7.681,-8.88,-8.492
EGFR_decoy_L024425,decoy,development_train,-8.842,-9.184,-9.648,-8.479,-8.861,-8.039,-9.918,-9.061,-9.561,-8.666,-9.895,-9.949
EGFR_decoy_L012823,decoy,development_train,-8.092,-8.182,-8.888,-7.654,-9.071,-7.533,-8.571,-8.446,-8.062,-7.356,-8.027,-8.442
EGFR_decoy_L013064,decoy,development_train,-8.849,-8.586,-9.669,-7.967,-8.463,-8.336,-9.463,-9.435,-9.719,-7.737,-9.37,-9.724
EGFR_decoy_L022555,decoy,development_train,-9.764,-9.901,-9.94,-9.42,-9.515,-8.949,-10.148,-9.833,-10.109,-8.933,-10.469,-10.142
EGFR_decoy_L020475,decoy,development_train,-9.074,-8.612,-8.734,-8.392,-8.799,-8.31,-9.586,-9.229,-9.798,-9.315,-9.231,-9.498
EGFR_decoy_L019359,decoy,development_train,-7.6,-7.46,-8.073,-7.113,-7.536,-7.206,-7.776,-8.074,-7.784,-7.5,-7.87,-8.42
EGFR_decoy_L019393,decoy,development_train,-7.872,-7.437,-7.995,-7.164,-7.939,-6.917,-8.219,-8.434,-8.084,-7.691,-8.338,-8.347
EGFR_decoy_L023530,decoy,development_train,-8.382,-8.645,-9.015,-8.279,-8.999,-8.241,-8.991,-8.617,-9.08,-8.439,-9.135,-8.525
EGFR_decoy_L022931,decoy,development_train,-8.795,-8.926,-9.538,-8.714,-9.302,-8.409,-9.113,-9.183,-9.678,-8.157,-9.801,-9.709
EGFR_decoy_L023532,decoy,development_train,-8.538,-8.167,-9.464,-7.92,-8.027,-7.442,-9.57,-8.696,-9.006,-7.533,-9.445,-9.529
EGFR_decoy_L014758,decoy,development_train,-9.21,-8.908,-9.944,-8.582,-9.661,-8.541,-9.737,-9.825,-9.759,-8.746,-9.638,-9.827
EGFR_decoy_L001958,decoy,development_train,-6.483,-6.552,-6.956,-6.848,-7.195,-6.425,-6.673,-6.981,-6.5,-6.455,-7.301,-7.092
EGFR_decoy_L001959,decoy,development_train,-6.569,-6.707,-6.952,-6.843,-7.25,-6.517,-6.883,-6.971,-6.717,-6.584,-7.272,-7.177
EGFR_decoy_L001960,decoy,development_train,-6.559,-6.955,-7.153,-6.718,-7.593,-6.478,-7.233,-7.063,-7.232,-6.715,-7.635,-7.188
EGFR_decoy_L004496,decoy,development_train,-7.377,-7.648,-8.44,-7.639,-7.989,-7.523,-8.558,-7.786,-7.855,-6.996,-8.282,-8.353
EGFR_decoy_L013850,decoy,development_train,-7.597,-7.783,-8.432,-7.153,-7.587,-7.308,-7.7,-8.581,-7.526,-7.036,-7.609,-8.5
EGFR_decoy_L016095,decoy,development_train,-6.864,-7.393,-7.497,-7.157,-6.498,-7.16,-6.755,-7.745,-6.738,-7.136,-6.848,-7.87
EGFR_decoy_L016101,decoy,development_train,-6.958,-7.346,-7.719,-6.973,-7.579,-6.888,-7.331,-7.47,-7.283,-6.905,-7.332,-7.79
EGFR_decoy_L019020,decoy,development_train,-6.942,-6.866,-6.757,-6.842,-6.568,-6.806,-7.005,-6.705,-6.862,-6.416,-6.885,-6.862
EGFR_decoy_L019304,decoy,development_train,-7.249,-7.215,-7.66,-7.005,-7.335,-6.762,-7.238,-8.041,-7.083,-6.929,-7.333,-7.638
EGFR_decoy_L019305,decoy,development_train,-7.318,-7.721,-7.661,-7.014,-7.066,-7.082,-7.604,-7.858,-7.497,-7.072,-7.662,-7.826
EGFR_decoy_L019905,decoy,development_train,-7.12,-7.941,-7.757,-7.617,-7.468,-7.232,-8.063,-8.108,-7.697,-7.353,-8.512,-7.808
EGFR_decoy_L019913,decoy,development_train,-6.324,-6.603,-6.718,-6.219,-6.304,-6.186,-6.18,-6.704,-6.234,-5.997,-6.335,-6.805
EGFR_decoy_L019943,decoy,development_train,-6.849,-7.674,-7.489,-7.258,-7.001,-7.008,-7.047,-7.341,-6.836,-6.558,-7.014,-7.551
EGFR_decoy_L019944,decoy,development_train,-5.942,-6.218,-6.414,-6.267,-6.159,-5.969,-6.27,-6.412,-6.11,-5.801,-6.234,-6.574
EGFR_decoy_L019945,decoy,development_train,-7.028,-7.464,-7.62,-6.808,-6.977,-6.933,-6.59,-7.769,-6.777,-6.457,-6.952,-7.667
EGFR_decoy_L021754,decoy,development_train,-6.505,-6.828,-7.067,-6.818,-7.127,-6.064,-6.969,-6.791,-6.747,-6.083,-7.322,-6.913
EGFR_decoy_L023813,decoy,development_train,-7.289,-7.93,-8.049,-6.916,-7.598,-7.001,-7.498,-8.375,-7.78,-7.155,-7.71,-8.374
EGFR_decoy_L027465,decoy,development_train,-7.847,-7.981,-8.464,-6.847,-7.291,-7.365,-7.712,-8.402,-7.441,-7.184,-7.701,-8.472
EGFR_decoy_L027489,decoy,development_train,-7.245,-7.65,-8.077,-6.908,-6.984,-7.033,-7.263,-7.962,-7.425,-6.723,-7.28,-8.244
EGFR_decoy_L032414,decoy,development_train,-7.324,-7.629,-8.097,-6.777,-6.745,-6.662,-7.194,-7.902,-7.286,-6.526,-7.367,-8.029
EGFR_decoy_L033805,decoy,development_train,-6.853,-7.325,-7.603,-6.849,-6.784,-6.606,-6.923,-7.454,-7.02,-6.373,-7.129,-7.833
EGFR_decoy_L033811,decoy,development_train,-7.14,-7.295,-7.652,-7.051,-7.111,-6.882,-7.232,-8.153,-7.191,-7.007,-7.265,-8.153
EGFR_decoy_L017448,decoy,development_train,-8.507,-8.403,-8.98,-7.233,-8.898,-7.481,-9.237,-9.289,-9.589,-8.525,-9.107,-8.985
EGFR_decoy_L000566,decoy,development_train,-8.977,-9.474,-9.788,-8.554,-10.567,-8.702,-10.13,-9.793,-9.74,-9.856,-10.285,-9.508
EGFR_decoy_L013115,decoy,development_train,-7.667,-8.113,-8.421,-7.213,-8.151,-8.007,-8.072,-8.148,-8.052,-8.399,-8.27,-8.096
EGFR_decoy_L003941,decoy,development_train,-8.885,-8.801,-9.547,-8.283,-8.648,-7.781,-9.297,-9.833,-8.73,-7.899,-9.44,-9.706
EGFR_decoy_L031321,decoy,development_train,-8.248,-8.567,-9.416,-8.651,-9.603,-7.952,-9.097,-9.462,-9.402,-8.763,-8.973,-9.607
EGFR_decoy_L003830,decoy,development_train,-7.035,-7.886,-7.881,-7.69,-7.19,-7.381,-7.484,-7.835,-7.433,-6.911,-7.401,-7.601
EGFR_decoy_L026662,decoy,development_train,-7.985,-8.201,-8.124,-7.932,-8.752,-7.724,-8.559,-8.841,-8.803,-7.503,-8.293,-8.596
EGFR_decoy_L019408,decoy,development_train,-8.169,-8.029,-7.957,-6.826,-7.989,-7.975,-7.908,-8.067,-8.072,-7.782,-8.201,-7.557
EGFR_decoy_L019439,decoy,development_train,-7.594,-7.711,-8.027,-7.106,-8.027,-7.551,-7.877,-7.217,-8.129,-7.585,-8.075,-7.472
EGFR_decoy_L015933,decoy,development_train,-9.591,-9.398,-9.022,-8.894,-9.652,-9.028,-9.634,-9.07,-9.741,-8.542,-9.315,-9.014
EGFR_decoy_L032785,decoy,development_train,-9.227,-8.667,-9.997,-8.66,-9.815,-8.282,-9.918,-9.883,-10.092,-8.728,-9.828,-10.147
EGFR_decoy_L007080,decoy,development_train,-7.828,-7.843,-8.727,-7.536,-7.72,-7.186,-8.116,-8.149,-8.067,-7.009,-7.984,-8.427
EGFR_decoy_L011081,decoy,development_train,-7.649,-7.632,-8.717,-7.676,-8.267,-7.151,-9.065,-8.553,-9.271,-7.633,-9.481,-8.575
EGFR_decoy_L009975,decoy,development_train,-7.65,-7.808,-8.637,-7.527,-8.118,-7.276,-9.186,-8.976,-9.049,-8.065,-9.265,-8.472
EGFR_decoy_L001425,decoy,development_train,-8.546,-8.208,-9.537,-7.698,-9.599,-8.573,-8.273,-9.237,-9.294,-6.915,-8.541,-9.154
EGFR_decoy_L012739,decoy,development_train,-8.771,-8.345,-8.992,-8.155,-9.246,-7.561,-8.827,-9.361,-8.837,-8.386,-8.909,-9.323
EGFR_decoy_L013437,decoy,development_train,-8.379,-9.596,-9.745,-7.85,-8.675,-8.005,-8.504,-10.162,-8.892,-7.927,-8.576,-9.386
EGFR_decoy_L013487,decoy,development_train,-8.693,-8.673,-8.895,-8.021,-9.33,-7.428,-9.319,-9.26,-8.836,-7.985,-9.224,-9.093
EGFR_decoy_L020594,decoy,development_train,-8.087,-8.427,-8.389,-7.284,-8.147,-7.409,-8.736,-8.392,-8.136,-7.799,-8.613,-9.08
EGFR_decoy_L018801,decoy,development_train,-8.157,-8.767,-9.407,-8.351,-8.329,-7.726,-9.047,-8.499,-9.134,-7.651,-8.44,-9.133
EGFR_decoy_L023710,decoy,development_train,-9.026,-9.332,-9.49,-8.391,-9.59,-8.404,-9.646,-9.286,-9.91,-7.774,-9.909,-9.209
EGFR_decoy_L027944,decoy,development_train,-8.299,-8.085,-8.352,-7.381,-9.212,-7.462,-8.631,-8.628,-8.575,-7.294,-8.698,-8.604
EGFR_decoy_L025374,decoy,development_train,-9.14,-9.247,-9.041,-7.786,-9.411,-8.134,-9.783,-8.925,-9.371,-8.355,-9.46,-9.161
EGFR_decoy_L009246,decoy,development_train,-8.598,-8.355,-9.216,-8.019,-9.876,-7.952,-9.583,-9.656,-9.22,-8.199,-9.849,-9.335
EGFR_decoy_L008502,decoy,development_train,-7.065,-7.076,-7.2,-6.344,-7.06,-6.425,-7.276,-7.23,-7.429,-6.781,-7.71,-7.204
EGFR_decoy_L009069,decoy,development_train,-10.41,-9.889,-10.946,-9.427,-9.019,-9.666,-10.236,-10.978,-10.728,-8.655,-9.64,-10.859
EGFR_decoy_L024836,decoy,development_train,-8.245,-9.004,-8.861,-8.459,-8.859,-8.274,-8.261,-9.036,-8.691,-8.195,-8.477,-9.168
EGFR_decoy_L023772,decoy,development_train,-8.85,-9.331,-8.879,-8.624,-10.328,-9.103,-9.198,-8.754,-8.962,-8.306,-9.299,-8.814
EGFR_decoy_L027932,decoy,development_train,-8.282,-8.078,-9.006,-7.634,-9.304,-8.461,-9.454,-8.999,-9.301,-8.296,-9.587,-8.928
EGFR_decoy_L004839,decoy,development_train,-9.034,-8.778,-9.627,-8.087,-9.015,-8.354,-9.747,-9.637,-9.48,-8.501,-9.542,-9.478
EGFR_decoy_L006063,decoy,development_train,-8.537,-7.702,-8.231,-8.096,-8.507,-7.309,-8.734,-8.159,-8.123,-7.218,-8.008,-8.335
EGFR_decoy_L033261,decoy,development_train,-9.625,-9.502,-10.247,-9.176,-10.095,-8.682,-10.851,-10.521,-10.387,-9.761,-10.733,-9.698
EGFR_decoy_L024417,decoy,development_train,-9.488,-9.397,-9.382,-8.313,-9.139,-7.964,-9.582,-8.605,-10.051,-8.302,-9.461,-9.169
EGFR_decoy_L024418,decoy,development_train,-8.58,-9.13,-9.075,-8.586,-8.888,-8.426,-10.238,-8.972,-10.045,-7.948,-9.783,-10.089
EGFR_decoy_L028534,decoy,development_train,-8.467,-8.987,-8.862,-8.136,-9.764,-7.563,-9.373,-8.822,-9.361,-8.743,-10.478,-9.097
EGFR_decoy_L031258,decoy,development_train,-7.676,-8.064,-8.191,-6.953,-7.646,-7.529,-7.721,-8.205,-8.099,-7.519,-8.551,-8.284
EGFR_decoy_L002928,decoy,development_train,-8.87,-8.934,-9.138,-9.092,-9.987,-8.527,-9.707,-9.177,-9.393,-8.729,-9.125,-9.196
EGFR_decoy_L015803,decoy,development_train,-9.419,-8.953,-9.934,-9.02,-9.363,-8.582,-10.297,-9.945,-9.866,-10.288,-10.173,-10.197
EGFR_decoy_L031202,decoy,development_train,-8.902,-8.389,-8.968,-8.175,-8.821,-7.924,-9.244,-8.921,-9.161,-8.37,-9.447,-9.087
EGFR_decoy_L026503,decoy,development_train,-9.064,-8.888,-9.598,-8.346,-9.385,-8.744,-8.654,-9.967,-9.688,-8.685,-8.705,-9.949
EGFR_decoy_L022032,decoy,development_train,-9.712,-9.827,-10.158,-8.76,-9.889,-8.91,-10.352,-10.231,-10.219,-8.766,-11.002,-9.919
EGFR_decoy_L022033,decoy,development_train,-10.287,-9.528,-9.763,-8.398,-9.742,-8.974,-10.286,-10.416,-10.229,-9.091,-10.614,-9.573
EGFR_decoy_L028296,decoy,development_train,-7.591,-7.478,-8.567,-7.625,-9.119,-7.366,-8.995,-8.327,-9.027,-7.877,-9.052,-8.539
EGFR_decoy_L026470,decoy,development_train,-8.211,-8.421,-9.002,-7.887,-8.748,-7.886,-9.263,-8.948,-9.358,-8.162,-9.062,-8.89
EGFR_decoy_L030807,decoy,development_train,-8.729,-8.9,-8.558,-7.741,-9.35,-7.596,-9.925,-8.62,-9.238,-7.45,-10.026,-8.824
EGFR_decoy_L019336,decoy,development_train,-6.817,-7.709,-8.17,-7.069,-6.96,-6.553,-7.526,-8.089,-7.333,-6.938,-7.741,-7.663
EGFR_decoy_L020764,decoy,development_train,-9.011,-9.328,-9.253,-8.434,-9.891,-8.077,-9.099,-9.843,-9.263,-7.35,-9.827,-9.331
EGFR_decoy_L004713,decoy,development_train,-7.51,-7.612,-8.125,-6.769,-8.176,-6.596,-8.32,-8.211,-8.415,-6.802,-8.745,-8.619
EGFR_decoy_L023308,decoy,development_train,-7.806,-8.342,-7.884,-7.39,-8.257,-7.418,-9.235,-7.903,-8.896,-7.331,-9.043,-8.007
EGFR_decoy_L034292,decoy,development_train,-8.881,-9.062,-9.196,-8.16,-9.563,-8.247,-10.048,-9.422,-10.642,-8.333,-10.83,-9.421
EGFR_decoy_L010946,decoy,development_train,-8.779,-8.702,-9.907,-8.564,-9.316,-8.269,-9.461,-10.233,-8.989,-8.126,-9.184,-9.893
EGFR_decoy_L025262,decoy,development_train,-8.324,-8.25,-8.772,-7.744,-9.309,-7.274,-9.625,-8.573,-9.178,-7.097,-9.599,-8.843
EGFR_decoy_L009463,decoy,development_train,-9.022,-8.682,-9.098,-7.548,-8.854,-7.725,-9.787,-9.396,-9.05,-8.638,-9.551,-9.059
EGFR_decoy_L027270,decoy,development_train,-7.894,-8.429,-9.297,-7.808,-8.915,-7.589,-9.43,-9.092,-9.537,-8.073,-8.825,-9.073
EGFR_decoy_L027271,decoy,development_train,-8.267,-8.621,-8.88,-7.187,-8.65,-7.403,-8.868,-8.853,-8.908,-7.5,-8.954,-8.947
