ligand_id,label,selection_role,FA10_3KL6_reference,FA10_1LPK_aligned,FA10_1KSN_aligned,FA10_2WYJ_aligned,FA10_2PHB_aligned,FA10_1EZQ_aligned,FA10_5K0H_aligned,FA10_4A7I_aligned,FA10_2W3K_aligned,FA10_1NFU_aligned,FA10_1F0R_aligned,FA10_2Y81_aligned,FA10_1LPZ_aligned
FA10_decoy_L012410,decoy,development_train,-8.76,-8.988,-8.746,-8.659,-8.858,-8.667,-9.121,-9.727,-8.462,-8.842,-8.828,-8.683,-9.1
FA10_decoy_L015049,decoy,development_train,-8.574,-9.102,-9.131,-9.437,-8.695,-9.024,-9.363,-9.412,-9.248,-9.065,-8.892,-9.803,-9.26
FA10_decoy_L005093,decoy,development_train,-9.12,-7.929,-8.229,-9.003,-9.209,-8.094,-8.349,-7.225,-8.55,-7.935,-7.825,-9.116,-7.565
FA10_decoy_L020941,decoy,development_train,-8.69,-8.178,-8.876,-8.715,-8.143,-8.521,-7.901,-7.704,-8.021,-8.463,-7.408,-8.554,-8.466
FA10_decoy_L027172,decoy,development_train,-9.946,-9.306,-10.364,-9.553,-9.957,-10.126,-9.993,-9.211,-10.24,-9.525,-10.353,-9.454,-9.784
FA10_decoy_L007294,decoy,development_train,-9.368,-7.211,-9.493,-8.943,-9.53,-9.232,-9.213,-8.854,-9.886,-9.433,-9.324,-8.757,-7.581
FA10_decoy_L007047,decoy,development_train,-8.091,-8.033,-7.535,-7.91,-7.928,-7.811,-8.047,-8.059,-8.043,-7.954,-7.818,-7.882,-7.924
FA10_decoy_L004281,decoy,development_train,-10.391,-9.63,-9.643,-9.579,-10.69,-9.508,-10.134,-8.869,-10.012,-9.611,-9.148,-9.8,-9.435
FA10_decoy_L004382,decoy,development_train,-9.986,-9.572,-10.595,-9.771,-9.75,-10.095,-10.075,-9.329,-9.692,-9.502,-10.084,-9.708,-9.57
FA10_decoy_L015389,decoy,development_train,-9.871,-9.82,-10.68,-9.764,-9.676,-10.165,-9.918,-8.949,-9.87,-9.465,-10.123,-9.604,-9.436
FA10_decoy_L001989,decoy,development_train,-8.832,-8.144,-8.24,-8.712,-8.981,-8.539,-8.677,-9.233,-8.816,-8.656,-8.77,-8.709,-8.619
FA10_decoy_L010072,decoy,development_train,-7.222,-6.936,-7.872,-7.636,-7.861,-7.541,-7.393,-6.874,-7.569,-7.396,-7.539,-7.88,-7.449
FA10_decoy_L008635,decoy,development_train,-8.921,-9.612,-8.473,-9.401,-8.563,-8.114,-9.221,-9.489,-9.02,-8.686,-8.235,-9.082,-9.899
FA10_decoy_L008636,decoy,development_train,-8.365,-9.065,-8.228,-9.217,-8.618,-8.399,-8.482,-7.88,-8.951,-8.625,-8.211,-9.502,-8.866
FA10_decoy_L008637,decoy,development_train,-8.343,-8.018,-8.22,-7.708,-8.545,-8.202,-8.539,-7.822,-8.43,-7.78,-7.907,-7.954,-8.095
FA10_decoy_L000648,decoy,development_train,-8.594,-7.339,-8.408,-8.58,-8.71,-8.275,-8.119,-7.026,-8.253,-8.431,-8.5,-9.051,-7.917
FA10_decoy_L008049,decoy,development_train,-9.565,-8.566,-9.74,-9.254,-9.423,-9.277,-9.16,-8.946,-9.908,-9.541,-9.599,-9.873,-8.643
FA10_decoy_L003649,decoy,development_train,-8.455,-7.657,-8.302,-8.935,-7.861,-8.112,-7.991,-7.837,-7.994,-8.606,-7.634,-9.049,-7.78
FA10_decoy_L001137,decoy,development_train,-7.918,-7.325,-7.042,-7.309,-8.158,-7.238,-7.889,-7.226,-8.241,-7.096,-6.905,-7.612,-7.879
FA10_decoy_L004144,decoy,development_train,-7.236,-7.488,-7.204,-7.231,-7.587,-7.223,-7.409,-7.28,-7.441,-6.992,-6.912,-7.194,-7.234
FA10_decoy_L006190,decoy,development_train,-6.81,-7.553,-6.691,-6.972,-7.136,-6.664,-6.683,-7.322,-7.136,-7.334,-6.959,-6.892,-7.632
FA10_decoy_L006242,decoy,development_train,-7.072,-7.623,-6.929,-7.804,-7.327,-6.591,-6.78,-6.975,-7.113,-7.259,-6.534,-8.091,-7.258
FA10_decoy_L007089,decoy,development_train,-6.599,-6.559,-5.983,-6.162,-6.464,-6.401,-6.329,-6.502,-6.726,-6.224,-6.333,-6.159,-6.43
FA10_decoy_L007372,decoy,development_train,-8.035,-7.897,-7.211,-7.742,-7.984,-7.602,-8.1,-7.946,-7.943,-7.706,-7.43,-7.648,-8.053
FA10_decoy_L011733,decoy,development_train,-7.598,-7.256,-7.486,-7.499,-7.563,-7.102,-7.54,-8.331,-7.653,-7.716,-7.306,-7.583,-7.659
FA10_decoy_L014317,decoy,development_train,-7.514,-7.806,-7.65,-8.037,-7.798,-7.672,-7.775,-7.027,-7.734,-7.018,-7.646,-8.02,-7.577
FA10_decoy_L014741,decoy,development_train,-7.184,-7.222,-6.692,-6.887,-7.412,-6.913,-7.837,-6.911,-7.162,-7.376,-7.229,-6.875,-7.603
FA10_decoy_L014758,decoy,development_train,-7.04,-7.678,-6.406,-7.444,-6.81,-7.392,-7.401,-7.917,-7.2,-7.765,-6.5,-7.228,-8.536
FA10_decoy_L019615,decoy,development_train,-6.731,-6.528,-6.332,-6.121,-6.554,-6.402,-6.889,-6.224,-6.626,-6.365,-6.363,-6.693,-6.564
FA10_decoy_L019760,decoy,development_train,-6.859,-6.349,-6.826,-6.94,-6.441,-7.094,-7.449,-6.001,-6.511,-6.665,-7.032,-6.565,-6.253
FA10_decoy_L021380,decoy,development_train,-7.198,-7.431,-6.771,-7.103,-7.105,-6.997,-7.314,-7.491,-7.068,-7.463,-6.801,-7.266,-7.423
FA10_decoy_L025163,decoy,development_train,-7.224,-6.767,-6.697,-6.717,-7.093,-7.018,-6.645,-7.077,-6.789,-6.872,-7.005,-6.835,-6.946
FA10_decoy_L025164,decoy,development_train,-6.835,-7.142,-6.331,-6.898,-7.476,-6.889,-7.054,-7.159,-6.919,-6.598,-6.652,-6.861,-7.201
FA10_decoy_L025165,decoy,development_train,-7.35,-7.479,-6.485,-6.559,-7.028,-6.487,-6.847,-7.372,-6.59,-7.235,-6.507,-7.027,-7.713
FA10_decoy_L025174,decoy,development_train,-6.884,-7.139,-6.792,-6.503,-7.107,-6.881,-7.035,-7.015,-7.161,-6.814,-6.907,-6.631,-7.096
FA10_decoy_L025268,decoy,development_train,-6.665,-7.043,-6.654,-7.059,-6.809,-6.057,-6.785,-6.128,-6.52,-6.624,-5.942,-6.678,-6.994
FA10_decoy_L021054,decoy,development_train,-9.623,-8.9,-9.301,-9.104,-9.89,-8.826,-9.358,-8.631,-9.998,-9.691,-9.199,-9.261,-9.055
FA10_decoy_L015229,decoy,development_train,-9.16,-9.733,-9.512,-9.878,-9.077,-9.391,-8.829,-9.135,-9.18,-9.078,-9.295,-9.474,-9.573
FA10_decoy_L005176,decoy,development_train,-9.092,-9.493,-8.679,-8.971,-9.295,-8.443,-9.285,-9.294,-9.033,-8.811,-8.048,-9.027,-9.368
FA10_decoy_L015017,decoy,development_train,-7.857,-8.24,-7.906,-8.542,-8.168,-7.624,-7.573,-8.395,-7.664,-8.099,-7.823,-8.05,-8.531
FA10_decoy_L000632,decoy,development_train,-8.688,-7.068,-8.439,-8.545,-9.173,-8.694,-8.604,-8.385,-9.271,-7.532,-8.745,-8.704,-7.665
FA10_decoy_L019318,decoy,development_train,-8.833,-8.473,-7.644,-9.073,-8.664,-8.114,-8.584,-8.749,-8.715,-7.66,-8.967,-8.42,-8.157
FA10_decoy_L000339,decoy,development_train,-8.988,-6.994,-9.813,-9.054,-9.884,-9.147,-9.144,-8.824,-9.356,-8.866,-9.551,-9.351,-7.48
FA10_decoy_L003418,decoy,development_train,-9.107,-8.335,-9.488,-8.964,-9.453,-8.776,-9.516,-8.078,-9.953,-9.042,-9.429,-9.309,-7.269
FA10_decoy_L026229,decoy,development_train,-9.402,-9.061,-8.157,-8.1,-8.613,-8.253,-8.525,-8.3,-8.854,-8.229,-8.635,-8.332,-8.634
FA10_decoy_L016426,decoy,development_train,-8.579,-7.71,-8.222,-8.243,-8.62,-8.235,-8.351,-8.724,-8.883,-8.19,-8.485,-8.158,-8.104
FA10_decoy_L000166,decoy,development_train,-9.932,-9.233,-9.961,-8.955,-10.235,-9.494,-9.675,-8.125,-10.549,-9.526,-9.653,-9.082,-9.449
FA10_decoy_L022490,decoy,development_train,-8.749,-7.878,-8.315,-8.449,-8.773,-7.868,-8.735,-7.825,-8.837,-8.833,-8.261,-8.922,-8.38
FA10_decoy_L023353,decoy,development_train,-8.089,-7.577,-8.02,-7.534,-7.992,-7.247,-8.571,-7.45,-7.835,-7.953,-7.221,-7.559,-7.549
FA10_decoy_L007187,decoy,development_train,-8.104,-8.198,-8.034,-8.036,-7.964,-8.057,-7.77,-7.372,-8.043,-7.63,-8.126,-7.738,-8.31
FA10_decoy_L003385,decoy,development_train,-10.411,-10.044,-11.076,-10.834,-10.858,-10.578,-10.627,-10.491,-11.17,-10.455,-10.811,-10.759,-10.349
FA10_decoy_L003869,decoy,development_train,-11.144,-10.426,-10.254,-11.138,-11.063,-10.266,-10.976,-9.815,-11.017,-10.637,-10.227,-10.859,-10.372
FA10_decoy_L009601,decoy,development_train,-9.447,-9.686,-9.164,-10.305,-9.178,-9.218,-8.957,-8.953,-9.251,-9.822,-9.508,-10.411,-9.569
FA10_decoy_L010321,decoy,development_train,-11.217,-10.27,-10.136,-11.187,-10.791,-10.044,-10.463,-9.952,-10.554,-10.311,-9.855,-11.428,-10.218
FA10_decoy_L010322,decoy,development_train,-10.745,-10.147,-10.836,-10.443,-11.117,-10.673,-10.515,-9.253,-11.523,-10.428,-10.633,-10.786,-10.006
FA10_decoy_L010323,decoy,development_train,-10.743,-10.276,-9.963,-9.987,-10.787,-9.909,-10.314,-9.781,-11.128,-10.499,-9.949,-11.025,-10.556
FA10_decoy_L010324,decoy,development_train,-10.937,-11.062,-10.218,-9.886,-11.114,-10.755,-9.914,-9.32,-10.627,-10.877,-10.788,-9.637,-10.744
FA10_decoy_L010459,decoy,development_train,-9.744,-9.831,-10.47,-9.423,-10.562,-9.576,-9.812,-9.388,-10.658,-9.849,-9.693,-9.827,-10.029
FA10_decoy_L010460,decoy,development_train,-11.359,-10.316,-11.072,-10.951,-10.645,-10.726,-10.206,-9.435,-11.097,-11.144,-10.496,-10.694,-10.457
FA10_decoy_L010633,decoy,development_train,-11.695,-10.471,-9.785,-11.416,-10.778,-9.85,-10.246,-9.88,-10.141,-10.073,-10.158,-11.691,-10.564
FA10_decoy_L010634,decoy,development_train,-11.427,-10.5,-11.238,-10.922,-11.251,-11.058,-10.992,-10.21,-11.472,-10.925,-10.691,-11.013,-10.618
FA10_decoy_L010888,decoy,development_train,-11.875,-10.013,-10.469,-11.385,-10.182,-10.038,-10.074,-9.555,-10.017,-9.931,-10.25,-11.425,-9.954
FA10_decoy_L010889,decoy,development_train,-10.915,-9.851,-11.155,-11.086,-11.121,-10.949,-11.025,-8.607,-11.181,-10.786,-10.98,-11.573,-10.666
FA10_decoy_L011248,decoy,development_train,-10.335,-10.009,-10.521,-10.68,-10.446,-10.789,-10.066,-10.085,-10.715,-10.25,-10.801,-10.467,-9.896
FA10_decoy_L011249,decoy,development_train,-10.32,-10.574,-11.062,-9.649,-10.631,-10.207,-10.312,-9.875,-10.472,-10.479,-10.555,-10.697,-10.007
FA10_decoy_L011328,decoy,development_train,-11.046,-10.584,-10.771,-11.011,-11.331,-10.804,-10.978,-10.505,-11.069,-10.666,-10.578,-11.217,-10.745
FA10_decoy_L011329,decoy,development_train,-10.749,-9.969,-9.684,-11.616,-10.239,-9.776,-10.716,-9.869,-10.457,-10.125,-10.022,-11.092,-10.214
FA10_decoy_L011333,decoy,development_train,-10.591,-10.059,-11.361,-11.133,-10.712,-11.125,-10.807,-9.982,-10.651,-10.514,-10.927,-10.709,-10.696
FA10_decoy_L011334,decoy,development_train,-11.009,-10.054,-11.06,-11.746,-10.776,-10.116,-10.397,-10.055,-10.96,-10.609,-10.178,-10.602,-10.223
FA10_decoy_L011337,decoy,development_train,-11.523,-9.395,-10.005,-11.025,-10.231,-9.875,-11.182,-10.046,-10.534,-11.46,-10.081,-11.18,-10.422
FA10_decoy_L013317,decoy,development_train,-9.99,-9.615,-9.339,-9.557,-10.298,-8.946,-9.916,-9.819,-10.298,-9.786,-9.034,-9.694,-9.284
FA10_decoy_L013350,decoy,development_train,-10.129,-10.003,-9.547,-10.683,-10.047,-9.681,-10.046,-9.373,-10.047,-9.822,-9.893,-10.569,-9.631
FA10_decoy_L016525,decoy,development_train,-9.831,-9.593,-9.486,-9.188,-10.304,-9.367,-9.86,-9.521,-10.127,-9.425,-9.468,-9.885,-8.996
FA10_decoy_L016527,decoy,development_train,-10.319,-9.673,-9.588,-10.271,-10.097,-9.438,-9.241,-9.235,-10.207,-9.36,-9.819,-9.694,-9.518
FA10_decoy_L022636,decoy,development_train,-10.539,-10.3,-10.937,-10.213,-10.36,-9.694,-10.719,-9.866,-10.558,-9.702,-9.57,-10.456,-10.317
FA10_decoy_L022637,decoy,development_train,-11.19,-10.31,-11.042,-10.961,-11.105,-10.783,-10.993,-10.313,-11.334,-11.018,-11.075,-10.772,-10.72
FA10_decoy_L022641,decoy,development_train,-10.548,-10.508,-10.016,-11.262,-10.874,-10.391,-10.866,-10.626,-10.859,-11.748,-10.471,-10.696,-10.278
FA10_decoy_L022642,decoy,development_train,-10.313,-10.207,-9.566,-9.852,-9.976,-10.063,-10.449,-9.694,-10.004,-9.92,-10.244,-10.205,-10.231
FA10_decoy_L023444,decoy,development_train,-9.254,-8.955,-9.651,-9.659,-10.226,-9.541,-9.983,-9.843,-10.216,-9.238,-9.811,-10.035,-9.093
FA10_decoy_L023445,decoy,development_train,-10.548,-9.766,-11.164,-9.566,-10.756,-10.72,-10.376,-9.549,-10.932,-10.097,-10.626,-9.682,-9.057
FA10_decoy_L023446,decoy,development_train,-10.501,-9.259,-11.563,-11.143,-11.122,-10.83,-10.919,-8.243,-10.959,-10.334,-11.027,-11.138,-9.34
FA10_decoy_L023447,decoy,development_train,-11.612,-10.952,-9.727,-11.663,-10.057,-10.146,-10.718,-9.727,-10.103,-10.464,-10.353,-11.467,-11.076
FA10_decoy_L023524,decoy,development_train,-10.9,-10.036,-11.058,-10.924,-10.969,-10.911,-10.659,-10.51,-11.362,-10.929,-10.588,-10.988,-10.51
FA10_decoy_L023525,decoy,development_train,-10.222,-9.632,-9.372,-10.277,-10.335,-10.101,-10.232,-9.25,-10.3,-10.231,-10.208,-10.224,-10.147
FA10_decoy_L023526,decoy,development_train,-10.715,-10.192,-9.842,-10.816,-10.857,-9.727,-10.217,-10.103,-10.625,-10.044,-9.683,-11.028,-10.083
FA10_decoy_L023527,decoy,development_train,-11.181,-11.171,-10.145,-11.252,-11.268,-10.063,-10.662,-10.224,-10.466,-10.744,-10.227,-11.101,-10.962
FA10_decoy_L023528,decoy,development_train,-10.708,-10.748,-10.35,-11.286,-11.456,-10.528,-11.098,-10.517,-11.413,-10.717,-10.597,-10.387,-10.953
FA10_decoy_L018520,decoy,development_train,-9.453,-8.884,-8.972,-9.461,-9.96,-8.937,-9.405,-8.53,-9.543,-9.58,-9.774,-9.725,-9.005
FA10_decoy_L001855,decoy,development_train,-9.052,-7.966,-8.229,-8.19,-8.683,-8.317,-9.231,-7.812,-8.446,-8.229,-8.067,-8.605,-8.461
FA10_decoy_L017802,decoy,development_train,-8.312,-8.288,-8.081,-8.477,-8.357,-7.718,-8.015,-8.258,-8.375,-8.136,-7.805,-8.456,-8.519
FA10_decoy_L017941,decoy,development_train,-8.933,-8.062,-8.064,-8.06,-8.053,-7.762,-8.489,-8.415,-8.262,-8.378,-7.915,-8.501,-8.35
FA10_decoy_L018473,decoy,development_train,-8.687,-8.541,-8.394,-8.721,-9.726,-8.43,-9.369,-8.395,-8.817,-8.162,-8.3,-8.817,-8.266
FA10_decoy_L020248,decoy,development_train,-7.892,-8.031,-7.855,-8.188,-8.066,-7.845,-7.969,-7.91,-8.917,-7.839,-7.701,-8.359,-7.927
FA10_decoy_L005435,decoy,development_train,-7.78,-7.479,-7.194,-8.345,-7.804,-6.812,-7.398,-8.014,-7.604,-7.863,-7.241,-8.32,-7.914
FA10_decoy_L005436,decoy,development_train,-7.858,-8.06,-7.603,-8.247,-7.621,-7.443,-7.813,-7.9,-7.862,-8.357,-7.618,-8.492,-8.136
FA10_decoy_L005144,decoy,development_train,-8.054,-7.957,-8.633,-8.867,-7.721,-8.297,-7.786,-7.553,-8.239,-8.328,-8.379,-8.555,-8.309
FA10_decoy_L015308,decoy,development_train,-9.924,-9.851,-9.535,-9.667,-10.548,-9.554,-10.044,-10.06,-10.268,-9.182,-9.914,-9.856,-9.837
FA10_decoy_L002464,decoy,development_train,-7.7,-7.429,-7.332,-7.223,-7.956,-7.248,-7.775,-7.184,-7.653,-6.837,-6.997,-7.726,-7.664
FA10_decoy_L020596,decoy,development_train,-9.757,-8.173,-9.121,-8.894,-9.448,-8.64,-9.513,-8.266,-9.35,-9.17,-9.392,-8.975,-8.617
FA10_decoy_L024069,decoy,development_train,-9.255,-8.479,-7.462,-8.783,-9.058,-7.425,-8.752,-7.094,-9.111,-8.089,-8.336,-8.763,-8.599
FA10_decoy_L013535,decoy,development_train,-8.211,-8.351,-8.362,-8.407,-8.714,-8.188,-8.376,-7.994,-8.542,-8.544,-8.238,-8.545,-8.57
FA10_decoy_L018663,decoy,development_train,-8.174,-7.713,-8.087,-7.792,-8.747,-8.067,-8.525,-8.118,-8.67,-8.039,-7.782,-8.142,-8.014
FA10_decoy_L004100,decoy,development_train,-7.202,-6.339,-6.649,-7.633,-7.125,-6.872,-7.275,-6.695,-6.825,-7.754,-7.361,-7.539,-6.562
FA10_decoy_L027574,decoy,development_train,-7.847,-7.195,-6.13,-7.597,-7.55,-6.709,-7.593,-6.55,-7.295,-7.498,-7.262,-7.376,-7.349
FA10_decoy_L027575,decoy,development_train,-8.075,-7.204,-6.329,-7.815,-7.776,-6.562,-7.821,-6.761,-6.885,-7.377,-7.501,-8.013,-7.298
FA10_decoy_L007466,decoy,development_train,-10.038,-10.321,-10.539,-10.181,-10.184,-10.584,-9.885,-9.673,-10.116,-10.18,-10.327,-10.108,-9.99
FA10_decoy_L013926,decoy,development_train,-9.954,-9.225,-10.055,-11.119,-10.231,-9.724,-10.746,-8.601,-9.691,-9.755,-9.584,-11.044,-10.299
FA10_decoy_L003309,decoy,development_train,-7.494,-8.672,-8.321,-9.458,-8.763,-8.27,-7.849,-8.743,-7.909,-7.667,-8.07,-8.626,-9.15
FA10_decoy_L003310,decoy,development_train,-9.634,-9.098,-8.182,-8.76,-8.207,-9.68,-8.02,-8.916,-8.229,-8.114,-7.202,-8.524,-8.931
FA10_decoy_L004033,decoy,development_train,-8.451,-9.054,-7.142,-8.721,-8.688,-7.578,-8.452,-8.887,-8.639,-8.756,-7.734,-8.324,-8.87
FA10_decoy_L004585,decoy,development_train,-8.977,-9.523,-8.627,-8.364,-8.278,-8.139,-7.874,-9.035,-9.188,-8.677,-8.211,-7.769,-8.726
FA10_decoy_L010534,decoy,development_train,-9.312,-9.436,-8.483,-8.983,-9.659,-7.798,-9.421,-9.574,-8.889,-9.568,-9.978,-9.591,-9.226
FA10_decoy_L021906,decoy,development_train,-9.728,-9.547,-8.522,-10.244,-8.516,-8.271,-8.487,-9.968,-8.684,-8.849,-9.738,-9.96,-10.301
FA10_decoy_L022792,decoy,development_train,-8.942,-8.834,-8.66,-8.955,-8.756,-8.546,-8.643,-9.439,-8.354,-9.01,-9.45,-9.135,-9.204
FA10_decoy_L022794,decoy,development_train,-8.619,-10.104,-8.147,-8.611,-8.001,-7.58,-8.816,-8.584,-9.182,-8.023,-7.796,-8.845,-9.808
FA10_decoy_L022795,decoy,development_train,-9.447,-9.524,-8.362,-8.97,-8.26,-7.385,-7.875,-8.726,-8.72,-7.948,-7.016,-9.535,-9.086
FA10_decoy_L023039,decoy,development_train,-9.988,-8.635,-8.486,-8.009,-8.903,-8.49,-8.199,-8.648,-9.185,-8.647,-8.786,-9.772,-8.701
FA10_decoy_L023220,decoy,development_train,-8.914,-10.437,-8.463,-8.771,-9.829,-8.968,-9.108,-9.905,-8.702,-9.301,-9.891,-9.396,-10.255
FA10_decoy_L025515,decoy,development_train,-8.954,-9.027,-8.566,-8.629,-8.749,-7.613,-7.885,-9.238,-8.669,-8.248,-7.56,-8.113,-8.706
FA10_decoy_L025609,decoy,development_train,-8.608,-8.457,-8.758,-8.885,-7.96,-9.117,-8.036,-8.607,-8.249,-8.519,-9.084,-9.002,-9.539
FA10_decoy_L025610,decoy,development_train,-8.872,-8.841,-8.473,-8.429,-8.67,-7.942,-8.888,-8.568,-8.818,-8.582,-9.727,-8.368,-9.152
FA10_decoy_L021036,decoy,development_train,-8.912,-7.181,-8.575,-8.315,-8.804,-8.881,-8.495,-7.401,-9.266,-9.092,-8.533,-8.335,-8.669
FA10_decoy_L005746,decoy,development_train,-7.547,-7.286,-7.231,-7.402,-7.002,-7.056,-7.035,-7.626,-6.728,-7.092,-7.127,-7.663,-7.133
FA10_decoy_L014332,decoy,development_train,-10.206,-8.752,-9.918,-9.932,-10.177,-9.978,-9.838,-8.334,-10.518,-9.385,-10.26,-9.622,-9.322
FA10_decoy_L019167,decoy,development_train,-7.72,-7.737,-7.998,-8.104,-7.827,-8.083,-7.352,-8.15,-8.257,-7.832,-8.012,-7.586,-7.439
FA10_decoy_L021057,decoy,development_train,-8.439,-7.895,-9.029,-8.956,-8.994,-8.112,-9.441,-8.133,-8.755,-8.55,-8.37,-8.974,-8.844
FA10_decoy_L009534,decoy,development_train,-8.855,-8.148,-9.363,-8.675,-8.176,-9.191,-8.2,-7.902,-8.238,-8.806,-9.397,-8.18,-7.858
FA10_decoy_L018365,decoy,development_train,-7.79,-7.797,-7.537,-7.895,-8.015,-7.336,-8.029,-7.765,-7.892,-7.811,-7.433,-8.009,-8.146
FA10_decoy_L004568,decoy,development_train,-10.032,-9.007,-8.693,-8.754,-9.257,-8.574,-8.932,-9.029,-9.431,-9.641,-8.415,-9.325,-8.989
FA10_decoy_L007480,decoy,development_train,-9.939,-9.564,-9.336,-9.639,-10.246,-8.836,-9.776,-9.562,-10.425,-9.783,-9.036,-9.292,-10.02
FA10_decoy_L007481,decoy,development_train,-10.229,-9.874,-10.55,-10.085,-10.48,-10.054,-9.914,-8.819,-10.242,-10.262,-10.169,-10.636,-9.945
FA10_decoy_L008638,decoy,development_train,-9.114,-8.839,-9.144,-8.95,-8.836,-9.125,-8.762,-8.65,-9.394,-8.956,-9.041,-8.966,-8.448
FA10_decoy_L008703,decoy,development_train,-8.695,-9.327,-8.822,-9.256,-9.07,-8.665,-8.378,-8.277,-8.772,-8.305,-8.192,-9.443,-9.41
FA10_decoy_L015910,decoy,development_train,-8.983,-8.254,-8.101,-8.275,-8.628,-7.996,-8.475,-9.259,-8.781,-8.421,-8.576,-8.434,-8.413
FA10_decoy_L018704,decoy,development_train,-8.552,-8.435,-8.656,-8.556,-8.736,-8.954,-8.695,-8.429,-9.25,-8.546,-8.527,-8.841,-8.636
FA10_decoy_L023328,decoy,development_train,-10.062,-9.6,-9.739,-9.863,-10.92,-9.687,-9.941,-9.251,-10.162,-9.912,-9.662,-10.165,-9.678
FA10_decoy_L024015,decoy,development_train,-8.672,-9.364,-8.634,-8.899,-8.724,-8.792,-8.661,-8.801,-8.982,-8.37,-8.967,-9.125,-8.774
FA10_decoy_L025896,decoy,development_train,-8.971,-8.345,-8.455,-8.987,-9.048,-8.831,-8.693,-9.236,-9.067,-8.707,-8.929,-8.962,-8.555
FA10_decoy_L024895,decoy,development_train,-10.83,-8.727,-10.609,-10.469,-10.647,-10.371,-10.417,-9.354,-10.794,-9.938,-10.387,-10.528,-8.574
FA10_decoy_L024896,decoy,development_train,-10.141,-9.656,-10.509,-9.848,-10.91,-10.356,-10.835,-10.158,-10.44,-9.961,-10.482,-10.412,-8.682
FA10_decoy_L019297,decoy,development_train,-9.557,-8.57,-9.895,-10.151,-10.103,-9.414,-9.853,-9.216,-9.413,-9.667,-9.833,-10.381,-8.877
FA10_decoy_L000072,decoy,development_train,-8.477,-9.355,-7.797,-8.448,-9.084,-8.147,-8.008,-8.983,-7.989,-8.356,-7.963,-8.965,-9.266
FA10_decoy_L001259,decoy,development_train,-8.489,-9.162,-7.704,-8.362,-9.052,-7.844,-8.332,-8.366,-8.511,-8.143,-8.105,-9.105,-9.262
FA10_decoy_L001344,decoy,development_train,-8.567,-8.888,-7.949,-8.147,-8.026,-8.132,-8.248,-8.072,-7.925,-8.327,-8.267,-8.256,-8.944
FA10_decoy_L004093,decoy,development_train,-8.387,-9.124,-7.789,-8.615,-8.49,-7.739,-8.142,-8.52,-8.254,-7.999,-7.779,-8.468,-8.712
FA10_decoy_L009830,decoy,development_train,-8.691,-8.5,-7.764,-8.815,-8.189,-7.841,-8.506,-8.001,-8.189,-8.059,-8.288,-8.304,-9.056
FA10_decoy_L010145,decoy,development_train,-7.954,-7.669,-7.85,-7.98,-7.452,-7.059,-7.923,-7.299,-7.754,-7.589,-8.163,-7.749,-7.912
FA10_decoy_L010146,decoy,development_train,-7.708,-8.907,-7.811,-8.474,-7.708,-7.955,-8.162,-7.456,-7.761,-7.825,-7.566,-8.526,-8.748
FA10_decoy_L013656,decoy,development_train,-9.496,-9.835,-9.055,-9.259,-9.164,-8.905,-8.621,-9.956,-9.003,-8.929,-8.936,-9.374,-9.745
FA10_decoy_L013657,decoy,development_train,-6.824,-7.654,-6.596,-7.581,-7.76,-7.889,-7.567,-7.186,-6.989,-7.702,-7.113,-8.2,-7.629
FA10_decoy_L016410,decoy,development_train,-8.565,-9.77,-7.793,-8.805,-8.866,-7.693,-8.708,-9.05,-8.144,-8.459,-7.941,-8.562,-9.357
FA10_decoy_L017184,decoy,development_train,-8.918,-9.269,-7.537,-8.895,-8.122,-8.356,-9.369,-8.759,-8.584,-8.648,-8.336,-9.016,-9.358
FA10_decoy_L019803,decoy,development_train,-7.82,-7.89,-6.715,-7.903,-7.99,-6.563,-7.607,-6.911,-7.583,-7.625,-7.065,-7.412,-6.713
FA10_decoy_L023468,decoy,development_train,-8.771,-9.07,-7.456,-7.947,-7.85,-8.424,-8.825,-8.985,-7.729,-8.457,-8.19,-8.289,-9.158
FA10_decoy_L027757,decoy,development_train,-8.018,-7.376,-6.828,-8.13,-7.889,-7.383,-7.942,-8.182,-7.668,-8.162,-8.084,-8.977,-8.272
FA10_decoy_L027806,decoy,development_train,-9.208,-9.421,-7.666,-8.925,-8.333,-8.086,-9.522,-8.459,-8.586,-8.455,-8.36,-8.703,-9.659
FA10_decoy_L027807,decoy,development_train,-9.097,-7.397,-7.369,-8.371,-8.12,-7.638,-8.173,-7.856,-8.765,-8.194,-7.788,-8.733,-7.747
FA10_decoy_L027808,decoy,development_train,-9.763,-9.706,-7.746,-9.369,-9.263,-8.202,-9.285,-8.485,-8.436,-8.166,-8.27,-9.617,-9.588
FA10_decoy_L027809,decoy,development_train,-8.308,-7.502,-8.179,-8.582,-8.32,-7.459,-7.75,-8.353,-8.204,-7.834,-7.716,-8.62,-7.951
FA10_decoy_L012377,decoy,development_train,-8.853,-7.293,-8.37,-8.573,-8.99,-8.1,-8.813,-9.351,-8.81,-8.587,-8.158,-8.626,-7.692
FA10_decoy_L000861,decoy,development_train,-8.355,-8.831,-7.956,-8.679,-8.539,-7.798,-8.309,-8.849,-8.494,-7.846,-7.998,-8.534,-9.015
FA10_decoy_L022949,decoy,development_train,-9.985,-8.902,-9.364,-9.299,-10.012,-9.138,-9.622,-9.695,-10.269,-9.593,-9.218,-9.978,-9.347
